m_id,me_id,employment_status,eff_dt
54476,130729,Service Start,2015-02-02
104453,213861,Service Start,2007-07-01
88455,240683,Service Start,2000-01-24
96572,196533,Service Start,2001-10-21
41778,259302,Entered Old DROP,2014-06-30
74109,172512,Service Start,2008-01-21
20566,209989,Service Start,2016-10-31
110646,180476,Service Start,2014-10-27
77739,210783,Service Start,2012-07-07
98921,146466,Service Start,2013-02-04
44829,131624,Service Start,2010-04-05
94328,175931,Service Start,2012-10-22
42022,163315,Service Start,2004-10-10
64068,149698,Service Start,2000-01-29
114966,126174,Service Start,2003-08-06
124589,243107,Service Start,2003-10-09
57730,212447,Service Start,2012-08-27
110037,210845,Service Start,2000-09-24
121131,241063,Service Start,2011-07-16
91524,185162,Entered Old DROP,2015-01-12
37456,194528,Entered Old DROP,2017-02-28
15614,173015,Service Start,1996-01-28
18313,135924,Service Start,1998-04-06
74565,242805,Service Start,2011-09-06
60102,184054,Service Start,2014-07-14
86927,135314,Leave Without Pay,2017-07-01
93280,170273,Service Start,2012-10-15
80943,260713,Service Start,2011-09-19
109212,127956,Service Start,2007-09-24
11165,146343,Service Start,2015-12-07
116150,158022,Service Start,1990-06-25
40812,218475,Service Start,1999-08-26
87565,180141,Service Start,2001-02-05
73260,141774,Service Start,2005-08-06
42988,139101,Service Start,2007-06-04
95823,162159,Service Start,2016-07-01
67296,176045,Service Start,2005-12-04
84050,140419,Service Start,2007-07-01
79458,163951,Service Start,2007-01-01
35383,191637,Service Start,2013-05-10
60036,253364,Service Start,2013-06-22
118591,134805,Service Start,2007-07-01
44594,181451,Service Start,2014-12-29
38097,170809,Service Start,2010-02-22
48997,177589,Service Start,2010-10-12
76726,264892,Service Start,2015-02-12
45955,230632,Service Start,2015-10-19
78265,201340,Service Start,2008-09-08
57412,127736,Service Start,2014-05-19
6835,128508,Service Start,2015-06-29
18409,195106,Service Start,2007-01-22
123081,261230,Service Start,2011-04-25
21656,242604,Service Start,2011-09-05
96556,200380,Service Start,1999-02-08
95761,234283,Service Start,2003-01-13
71094,183097,Service Start,1999-09-13
112810,143527,Service Start,2015-08-30
9492,180604,Service Start,2000-01-02
44468,149187,Service Start,2008-10-16
48693,205089,Service Start,2007-07-01
23904,140468,Service Start,2001-07-31
23725,144102,Service Start,2007-07-01
57401,135983,Service Start,2003-05-19
54526,231139,Service Start,2001-07-23
106569,155284,Service Start,2008-03-03
9159,230575,Service Start,2005-09-05
73306,128683,Service Start,2001-08-27
26878,264757,Service Start,2011-11-21
108937,246948,Service Start,2002-09-02
89438,178371,Service Start,2011-03-21
62954,215370,Service Start,1996-09-09
78517,212799,Service Start,2014-10-15
77464,246567,Service Start,2005-04-11
97558,184451,Service Start,2010-09-13
38185,241128,Entered Old DROP,2016-06-30
27137,176749,Service Start,2003-06-30
123496,148164,Service Start,2013-01-20
89748,151809,Entered Old DROP,2013-06-21
21377,135247,Service Start,2017-02-06
6039,241649,Service Start,2009-10-19
17745,126367,Service Start,2002-03-25
89403,173063,Service Start,2014-06-02
120164,165187,Service Start,2008-06-23
82243,140035,Service Start,2006-02-12
59131,204084,Service Start,2007-08-13
50517,135537,Service Start,2011-01-21
106970,179614,Service Start,2010-10-03
13433,203126,Service Start,2000-05-30
117689,197569,Service Start,2000-05-12
32477,181410,Service Start,2012-03-05
37016,150327,Entered Old DROP,2014-05-21
52958,225486,Service Start,2006-07-08
35191,260953,Service Start,2004-04-19
82945,260699,Service Start,1993-05-31
22398,170149,Service Start,2010-06-21
14496,147044,Service Start,2006-07-13
96983,183026,Service Start,2005-12-09
26418,223186,Service Start,1992-08-17
100025,239178,Service Start,2012-12-03
112165,132829,Service Start,2004-01-24
22732,230520,Service Start,2000-11-19
23581,157504,Service Start,2006-09-18
79588,232999,Entered Old DROP,2014-04-04
91944,231393,Service Start,2014-01-13
107504,260214,Service Start,2007-06-24
5995,218647,Service Start,2009-04-13
36797,263860,Service Start,2002-07-07
44477,170673,Service Start,2008-02-11
45805,223283,Service Start,2008-05-27
4231,175356,Service Start,2016-08-22
99323,249769,Service Start,2003-04-07
59657,264089,Service Start,2006-05-29
36260,261727,Service Start,2009-03-26
52569,255830,Service Start,1997-07-15
36002,154848,Service Start,2013-08-05
122579,141521,Service Start,2009-11-30
112593,175703,Service Start,2008-02-11
44004,262083,Service Start,1996-11-11
94687,261598,Service Start,2003-04-07
121447,260775,Service Start,1999-02-01
59146,130773,Service Start,2010-08-02
14902,127263,Service Start,2010-08-16
39028,225364,Service Start,2000-07-16
105501,193140,Service Start,2016-07-01
109107,216776,Service Start,2014-08-11
50480,144352,Service Start,2014-01-20
99650,243952,Service Start,2008-05-08
72117,236793,Service Start,2007-06-09
101840,156451,Service Start,2006-05-08
71123,225694,Service Start,2014-08-18
31447,184777,Service Start,2004-07-25
65865,254593,Service Start,1998-08-16
71860,248891,Service Start,2007-10-20
47057,224556,Service Start,2010-01-18
12816,240611,Service Start,2003-08-08
33840,176874,Service Start,2002-04-29
10257,246200,Service Start,2008-01-05
66991,193012,Service Start,2014-06-19
96054,202205,Service Start,1999-03-01
31263,181468,Service Start,2012-12-10
49637,209964,Service Start,2016-02-08
74856,206466,Service Start,2014-02-24
96380,166106,Service Start,2008-05-05
64461,143796,Service Start,1989-09-03
69892,151458,Entered Old DROP,2014-08-01
81658,198806,Service Start,2005-10-10
107372,158978,Service Start,1999-03-08
3777,230216,Service Start,2005-08-01
86914,139495,Service Start,2008-11-10
108854,180294,Hired - Return to Work,2016-11-05
28026,140463,Service Start,2013-05-28
39273,256798,Service Start,2010-06-07
91168,168317,Service Start,2015-10-05
25885,136516,Service Start,2012-08-04
99492,180592,Service Start,2013-03-15
10715,249936,Service Start,2015-09-28
46193,224907,Service Start,2008-08-18
48790,142382,Service Start,2004-04-05
92968,240669,Service Start,2013-07-01
20527,235654,Service Start,2000-10-09
1585,162453,Service Start,2005-07-01
49152,128794,Service Start,2006-07-03
42531,143545,Service Start,2000-11-01
36819,234663,Service Start,2012-03-01
21095,132437,Service Start,1992-07-13
25740,234964,Service Start,2008-12-18
118392,261970,Service Start,2001-08-20
94206,240338,Service Start,2017-05-15
91327,134721,Service Start,1998-03-15
721,237774,Service Start,2006-06-26
47444,191371,Service Start,2002-04-29
71431,265406,Service Start,2009-08-03
52172,133850,Service Start,2002-10-28
4802,244523,Service Start,2014-08-25
54627,258921,Service Start,2012-11-17
69952,191720,Hired - Return to Work,2011-07-23
78630,264466,Service Start,2004-06-13
53067,164187,Service Start,2001-08-27
25794,228802,Service Start,2006-02-01
4409,249459,Service Start,1997-01-20
63901,216453,Service Start,1996-09-14
90826,190249,Service Start,2010-05-03
24592,186753,Service Start,2006-05-29
46559,259354,Service Start,1994-01-03
87603,176092,Service Start,1998-11-02
89979,251196,Service Start,2007-07-01
93622,224781,Service Start,2007-06-25
83761,155782,Service Start,2010-06-14
102104,139155,Service Start,2006-02-19
25938,228952,Service Start,2001-09-17
42062,169227,Service Start,1994-11-21
116216,231603,Service Start,2016-01-15
40529,148225,Service Start,1999-02-22
42711,194499,Service Start,2013-10-07
12864,239044,Service Start,2007-10-15
123859,223545,Service Start,2005-06-14
64236,134872,Service Start,2014-11-10
30516,233932,Service Start,2007-10-29
17038,255241,Service Start,2013-09-14
88458,148568,Service Start,2012-07-13
63361,177686,Service Start,2008-09-08
60801,234724,Service Start,1994-09-26
79604,179173,Service Start,2004-11-22
92026,211994,Service Start,1996-02-19
38988,237267,Service Start,2001-03-15
39081,203760,Service Start,2012-01-23
90867,161521,Service Start,2006-10-16
68821,243654,Service Start,2004-04-26
21320,129142,Service Start,1999-07-26
109216,230145,Service Start,2010-05-31
85143,132057,Service Start,2015-06-29
68762,220645,Service Start,2004-06-21
2474,254663,Service Start,2003-07-07
108237,238655,Service Start,2007-02-03
70989,136353,Service Start,2005-01-01
96716,163468,Service Start,2001-01-14
97529,149830,Service Start,2015-07-20
51078,178226,Service Start,2003-12-22
4937,142557,Service Start,2009-07-20
17967,177843,Service Start,2005-12-05
52129,255569,Service Start,1999-09-20
42019,145804,Service Start,2001-01-02
11777,204510,Service Start,2017-03-20
6017,229856,Service Start,2003-08-04
98654,194298,Service Start,2003-08-04
56064,227377,Service Start,2007-07-01
2774,213594,Service Start,2012-09-10
72125,211208,Service Start,2016-10-19
71922,149315,Service Start,2017-02-27
62608,256369,Service Start,2015-07-20
47405,171907,Service Start,2005-04-11
71786,165810,Service Start,2005-07-01
66123,130449,Service Start,2001-12-02
92049,180081,Service Start,2015-04-27
62574,156259,Service Start,2014-10-13
4719,263432,Service Start,2010-06-14
1116,177839,Service Start,2014-01-13
37223,244463,Service Start,2000-01-10
98388,161007,Service Start,2013-08-02
74905,187214,Service Start,2004-07-19
14267,213529,Service Start,2003-04-14
118412,160489,Service Start,2017-05-28
107792,217250,Service Start,2017-01-28
53267,188278,Service Start,2010-11-01
15188,134435,Service Start,1998-05-11
90394,266821,Service Start,2004-09-05
49037,139114,Service Start,2005-12-04
4297,185780,Service Start,2016-11-04
104188,206755,Service Start,2007-06-18
48759,148648,Service Start,2016-04-25
94325,264829,Service Start,2016-07-18
54958,226037,Leave Without Pay,2017-06-26
72241,253877,Service Start,2015-09-14
42733,252811,Service Start,2014-10-09
62780,213479,Service Start,2016-06-13
9164,153017,Service Start,2010-03-08
100004,126978,Service Start,2004-09-27
116434,173708,Service Start,2005-07-26
32018,186484,Service Start,2009-08-03
11291,214344,Service Start,2015-09-20
101515,132301,Service Start,1999-08-02
111757,209557,Service Start,2014-03-24
61956,212690,Service Start,2005-12-19
100834,235306,Service Start,2004-10-30
96806,161930,Service Start,2012-11-18
70563,144867,Service Start,2003-04-07
4997,237295,Service Start,2007-02-17
59889,217389,Service Start,2008-09-22
4053,149118,Service Start,2014-04-14
34692,149059,Service Start,2016-12-12
29899,179136,Service Start,1999-11-22
98245,128039,Service Start,2015-06-28
96022,152978,Service Start,2013-11-18
106006,175937,Service Start,2007-03-12
58641,221158,Service Start,2016-07-01
57661,186869,Service Start,2012-03-20
4288,229005,Service Start,2017-05-01
102583,147864,Service Start,2016-12-10
112658,172517,Service Start,2016-09-05
123858,259093,Service Start,2016-07-11
95078,126716,Service Start,2007-08-27
88052,253702,Service Start,2014-01-02
95241,145582,Service Start,2013-11-07
49727,235821,Service Start,2015-04-06
31059,124725,Service Start,2002-07-15
33504,223789,Service Start,2011-04-08
21751,241837,Service Start,2006-01-08
109555,189383,Service Start,2014-06-07
64432,128232,Service Start,2015-07-06
10331,184747,Service Start,2015-06-05
17627,148579,Service Start,2017-01-09
20762,254219,Service Start,2012-07-29
118231,263371,Service Start,2001-09-14
61440,231986,Service Start,2013-07-29
55740,150358,Service Start,2007-07-02
1150,140355,Service Start,2015-08-13
122982,200028,Service Start,2010-03-22
117246,247799,Service Start,2014-10-06
65827,196960,Service Start,2006-04-03
42705,169508,Service Start,2015-10-19
53996,125063,Service Start,2014-11-13
107308,163972,Service Start,2007-07-01
11279,161927,Service Start,2014-10-06
110486,219428,Service Start,2006-09-30
34829,183123,Service Start,2011-06-17
92162,138197,Service Start,2017-01-03
84156,142963,Service Start,2013-02-19
68943,210557,Service Start,2003-03-24
82261,262174,Service Start,2014-12-01
52078,171638,Service Start,2016-08-01
42634,207489,Service Start,2014-03-31
58074,248215,Service Start,2016-02-29
1311,144622,Service Start,2015-04-19
67015,177619,Service Start,2015-07-20
63172,230738,Service Start,2017-05-08
110823,191749,Service Start,2016-12-20
72736,207208,Service Start,2010-01-17
13252,149914,Service Start,2015-11-02
64312,227655,Service Start,2016-05-02
77073,206419,Service Start,2014-02-03
6601,186553,Service Start,2009-07-06
67044,173669,Service Start,2016-10-10
83488,176359,Service Start,2006-05-22
89415,262289,Service Start,2005-06-20
57056,222226,Service Start,2015-10-26
41913,196694,Service Start,2013-08-05
82573,155171,Service Start,2015-10-14
11845,137861,Service Start,2011-05-30
74388,186784,Service Start,2008-01-14
11175,169362,Service Start,2015-04-27
29020,261297,Service Start,2005-12-12
69068,148070,Service Start,2008-05-19
110241,134220,Service Start,2011-09-19
100338,204715,Service Start,1998-10-19
23246,218209,Service Start,2015-08-10
69269,230901,Service Start,2016-09-19
60622,153391,Service Start,2017-06-05
119456,189008,Service Start,2017-06-12
118954,131372,Service Start,2013-10-28
85295,221366,Service Start,2013-04-08
108984,132240,Service Start,2016-05-09
122606,240188,Service Start,2016-10-31
25431,240251,Service Start,2015-12-14
111934,201998,Service Start,2005-09-26
122700,261560,Service Start,2006-11-06
66104,233213,Service Start,2016-09-05
16665,242501,Service Start,2013-11-25
84421,205805,Service Start,2016-09-05
48947,146428,Service Start,2015-08-10
104475,166244,Service Start,2016-09-19
44711,160603,Service Start,2004-07-05
53251,238579,Service Start,2005-04-11
114599,130232,Service Start,2008-04-07
4667,211436,Service Start,2016-04-25
74250,264243,Service Start,2007-01-08
70745,217695,Service Start,2004-03-15
102710,151149,Service Start,2017-01-02
27045,125251,Service Start,2016-05-16
117440,209878,Service Start,2017-02-13
31645,154011,Service Start,2008-07-28
33537,135671,Service Start,2014-10-27
5773,179855,Service Start,2010-05-31
97455,211734,Service Start,2015-09-28
89597,134384,Service Start,2002-06-02
92540,165590,Service Start,2005-12-09
70641,160601,Service Start,2011-03-21
102263,196809,Service Start,2016-01-25
90970,215917,Service Start,2017-05-15
23688,136243,Service Start,2015-12-14
81792,256085,Non-Presidential Military Leave (Non-Contributing),2017-03-05
112267,167378,Service Start,2002-11-18
7755,239507,Service Start,2013-06-03
30522,144820,Service Start,2016-06-27
6503,151631,Service Start,2011-05-16
16360,182830,Service Start,2008-09-23
122179,228941,Service Start,2016-08-24
